"id","name","weak_foot","skill_moves","ball_control","dribbling","marking","sliding_tackle","standing_tackle","aggression","reactions","att_positions","interceptions","crossing","short_pass","long_pass","shot_power","finishing","long_shots","curve","freekick_accuracy","volleys"
2600,"Erick Gameira",3,4,71,73,23,24,25,44,77,71,44,61,61,52,70,70,71,55,56,72
2601,"Elias Fontoira",3,2,75,74,64,73,67,65,76,66,75,70,73,74,68,69,72,74,75,67
2602,"Pietrson Mendes",3,4,75,72,49,44,51,45,67,68,47,76,76,63,74,66,68,77,76,72
2603,"Brenito Duarte",3,2,71,45,65,75,75,71,62,30,70,53,64,76,60,33,44,44,50,61
2604,"Michildo Melo",3,2,57,53,72,76,75,70,71,58,66,69,65,68,48,32,41,30,31,32
2605,"Heitinho Zanon",4,2,48,22,76,75,73,79,79,22,77,51,48,44,56,29,25,33,49,24
2606,"Oswaldito Cuba",3,3,73,76,62,68,70,60,77,67,67,75,68,70,69,68,70,59,46,60
2607,"Nivo Serpinho",3,1,23,18,8,9,11,56,64,6,16,8,12,10,17,6,9,22,10,12
2608,"Pierrino Faria",2,1,22,16,14,12,16,24,69,12,22,20,32,27,26,11,12,17,14,13
2609,"Victorino Magela",2,1,21,8,8,9,8,41,66,21,34,9,22,21,21,9,8,8,23,9
2610,"Evandro Rochedo",4,3,74,70,39,45,44,58,77,75,37,57,64,55,79,75,74,63,72,73
2611,"Gustavo Lobateiro",5,4,68,74,31,29,28,44,72,77,35,67,77,61,63,67,65,50,44,55
2612,"Jorge Carvallinho",3,2,65,47,76,68,73,73,70,44,69,54,67,60,64,53,48,47,54,45
2613,"Ailton Valpaços",3,2,66,60,69,77,75,80,59,55,65,47,73,67,79,42,76,60,48,50
2614,"Fabiano Sonta",3,2,50,46,71,65,73,78,73,37,77,39,69,65,54,33,43,33,49,46
2615,"Osvaldo Lodeiro",3,2,63,44,75,74,76,71,73,37,69,49,53,71,57,43,51,43,45,44
2616,"Vinicius Cardenha",3,3,62,71,75,71,75,72,74,42,71,74,68,52,46,52,42,54,46,43
2617,"Juli Piresinho",2,2,68,65,77,75,76,84,65,36,73,75,70,46,87,20,68,64,70,56
2618,"Freder Cabral",2,1,51,21,16,10,14,22,70,12,15,19,36,41,29,11,14,20,12,15
2619,"Jaim Abra",3,1,31,14,15,17,22,27,62,10,18,22,41,28,33,13,15,19,14,12
2620,"Pierre Lees-Melou",3,3,75,75,45,49,46,62,69,73,41,70,75,71,58,59,56,69,61,42
2621,"Milot Rashica",4,3,75,78,21,36,29,67,65,65,26,67,67,66,73,69,66,71,45,68
2622,"Tendai Ndoro",3,3,68,68,17,15,14,44,65,78,13,39,56,30,76,79,67,58,60,60
2623,"Borja Mayoral",4,3,71,68,12,20,13,27,75,77,12,58,66,43,71,78,58,34,57,67
2624,"Edmilson Junior",5,4,75,79,37,49,52,62,69,70,46,68,63,57,74,67,72,72,68,62
2625,"Alfonso Pedraza",2,3,75,78,48,46,43,43,67,68,46,74,68,61,72,73,66,65,57,52
2626,"Simon Deli",3,2,65,62,69,77,78,64,71,38,66,56,64,55,72,38,58,48,49,46
2627,"Oleksandr Zinchenko",3,4,70,77,51,59,62,64,72,68,68,77,75,70,59,61,62,60,71,44
2628,"Eber Bessa",3,3,74,72,63,62,71,74,76,75,69,60,72,69,72,59,70,68,70,43
2629,"Frédéric Guilbert",2,2,68,63,73,72,77,59,65,55,73,71,67,57,63,39,42,54,42,32
2630,"Cyle Larin",5,2,67,63,25,20,18,64,68,74,22,35,62,21,82,75,66,43,22,55
2631,"Fabián Sambueza",2,4,69,71,35,44,34,55,62,66,28,79,76,70,63,72,53,67,66,49
2632,"Marcos Díaz",2,1,16,13,13,22,21,43,71,14,18,17,24,21,25,11,13,13,15,11
2633,"Jorge Moreira",3,2,76,67,67,66,72,65,64,62,59,78,77,72,55,26,59,59,32,28
2634,"Camilo Mayada",2,3,68,74,58,60,63,61,70,67,63,68,70,67,68,58,62,70,67,64
2635,"Andrés Ibargüen",3,4,63,77,18,21,24,46,68,66,34,73,69,62,63,65,66,58,52,49
2636,"Sinan Gümüs",3,3,77,75,28,30,31,61,68,71,21,58,68,61,75,74,70,64,59,66
2637,"Alex Berenguer",2,3,73,75,61,66,69,70,73,71,65,71,68,58,71,61,53,52,44,54
2638,"Keagan Dolly",4,3,73,75,22,24,32,59,67,65,23,71,74,62,58,68,73,70,69,61
2639,"Motaz Hawsawi",3,2,60,46,73,73,76,71,71,33,74,37,44,42,46,33,37,38,33,34
2640,"Jorge Benítez",3,2,72,73,19,16,16,49,69,73,14,40,61,42,73,72,68,64,42,75
2641,"Marín",2,2,73,69,67,75,71,67,69,51,74,76,72,59,60,40,42,62,35,48
2642,"Kenneth Saief",4,3,71,74,38,56,53,71,69,68,56,70,72,67,73,69,70,69,67,71
2643,"James Sánchez",3,2,71,69,73,70,68,78,66,71,68,57,76,74,67,57,72,57,54,46
2644,"David Soria",3,1,19,16,13,13,13,24,69,12,18,15,24,33,54,19,18,23,11,24
2645,"Valentin Rongier",4,2,76,72,40,62,69,57,70,65,66,58,76,73,71,53,68,60,62,41
2646,"Timo Baumgartl",3,2,63,49,73,70,76,69,65,32,74,33,70,69,60,26,27,31,28,26
2647,"Kuca",2,4,75,78,22,21,15,57,70,69,20,65,69,65,71,68,67,66,41,53
2648,"Mohamed Larbi",3,2,76,74,51,59,55,67,64,68,54,61,77,70,60,73,61,59,54,63
2649,"Juan Martín Lucero",3,2,71,71,19,18,24,59,72,72,25,58,68,60,71,71,63,58,41,65
2650,"Nelson Acevedo",4,2,71,66,72,70,72,72,74,60,68,49,73,70,62,45,63,51,53,43
2651,"Ali Adnan",3,2,73,76,68,69,67,74,72,66,66,74,70,68,86,54,78,66,74,56
2652,"Enes Ünal",4,4,73,66,23,24,33,43,68,72,29,56,64,47,79,75,75,74,75,72
2653,"Sibusiso Vilakazi",3,3,74,75,30,39,42,38,72,72,29,64,73,69,68,69,70,66,65,63
2654,"Diego Churín",4,3,65,64,15,13,26,34,70,73,17,32,65,60,77,79,54,37,33,70
2655,"Masato Morishige",3,2,62,57,76,75,74,67,68,56,71,51,69,71,63,54,61,62,65,48
2656,"Bernard Mensah",3,3,74,76,42,30,55,72,70,68,50,66,74,67,80,63,73,75,73,49
2657,"Andrés Cubas",3,2,70,65,70,73,79,74,69,51,78,58,78,73,59,35,57,43,40,33
2658,"Ondrej Duda",4,4,80,79,36,31,31,63,69,61,26,61,76,69,59,65,53,65,61,59
2659,"Manuel Locatelli",3,3,78,74,64,68,72,68,66,54,74,66,78,72,76,54,72,64,60,64
2660,"Hélder Costa",4,4,75,79,29,28,35,60,72,71,18,66,64,60,69,66,68,65,66,61
2661,"Enzo Crivelli",3,2,70,67,31,23,26,87,70,75,25,49,72,52,75,75,60,59,49,61
2662,"Boschilia",3,3,77,78,41,56,48,47,53,63,27,58,75,69,65,67,67,73,77,58
2663,"Lee Jae Sung",4,2,74,71,60,38,45,73,72,68,59,64,76,72,61,62,63,60,54,58
2664,"Hernán Hechalar",2,4,76,72,20,19,21,39,74,73,43,66,71,59,70,71,65,68,64,64
2665,"Steve Birnbaum",2,2,61,46,72,68,71,81,68,28,71,33,57,51,41,30,25,30,26,29
2666,"Luca Mazzitelli",4,2,77,71,64,68,70,71,71,65,70,64,78,76,73,40,72,66,45,65
2667,"Andrés Felipe Roa",3,4,75,78,54,40,56,58,62,65,44,76,76,66,58,63,59,68,59,42
2668,"Germán Conti",2,2,43,35,71,73,77,70,68,32,77,28,66,35,48,33,29,34,31,30
2669,"Pau López",3,1,15,17,12,11,20,39,71,20,16,24,30,25,21,19,24,23,21,24
2670,"Anderson Esiti",3,2,66,63,66,71,78,88,64,56,75,37,71,64,71,33,57,41,34,41
2671,"Federico Melchiorri",4,3,71,71,12,14,34,54,73,67,20,43,65,40,75,74,63,38,27,61
2672,"Zaldúa",3,2,63,53,70,75,72,78,68,49,76,74,71,55,48,25,40,53,41,23
2673,"Iliass Bel Hassani",4,3,77,78,39,41,34,46,65,60,42,74,74,65,71,64,70,73,64,57
2674,"Cotán",3,3,77,71,71,73,75,58,75,65,72,54,81,74,65,37,68,64,42,56
2675,"Bruno Varela",3,1,22,19,14,20,12,23,62,14,17,20,26,16,19,16,18,20,13,12
2676,"Mahmoud Abdel Moneim",4,3,76,79,25,18,29,46,66,73,28,66,66,59,69,75,62,55,44,54
2677,"Ebenezer Ofori",2,2,81,77,59,70,68,80,70,65,63,61,70,72,71,47,60,65,49,59
2678,"Stipe Perica",2,2,68,63,19,17,23,66,68,79,25,44,58,38,75,74,62,44,44,65
2679,"Firmin Ndombe Mubele",2,2,69,68,19,13,17,65,64,75,24,35,55,38,78,74,76,46,40,55
2680,"Mbwana Ally Samatta",3,3,67,70,15,13,18,53,67,72,18,63,63,45,76,76,65,65,57,69
2681,"Junya Tanaka",4,3,75,69,21,21,36,55,70,68,37,67,68,56,76,73,73,81,78,73
2682,"Miha Mevlja",3,2,58,55,78,77,78,63,56,35,70,50,66,70,47,34,32,42,42,48
2683,"Anderson Plata",4,3,69,73,29,35,33,68,68,76,44,63,58,49,71,74,72,49,36,59
2684,"Lukas Spalvis",4,2,72,68,17,25,28,60,65,74,32,42,62,45,76,74,60,52,63,68
2685,"Allan Saint-Maximin",4,4,80,82,23,22,16,36,68,67,15,66,67,58,69,63,58,65,46,59
2686,"Marcel Tisserand",3,2,71,66,73,72,74,77,75,68,70,70,70,72,67,56,59,70,37,54
2687,"Idris",2,2,64,59,67,67,75,88,72,54,71,48,70,66,77,38,53,49,40,43
2688,"Antonio Di Gaudio",4,3,76,76,24,24,21,38,63,60,22,71,68,56,62,65,68,70,34,54
2689,"Gaetano Letizia",5,2,65,65,68,72,71,64,69,55,69,69,65,65,49,36,45,58,37,28
2690,"Federico Carrizo",4,4,76,76,24,27,31,55,68,68,58,66,75,76,73,62,65,69,70,62
2691,"Jorge Broun",3,1,16,15,20,19,14,18,73,18,17,14,24,22,22,17,18,14,12,17
2692,"Damián Musto",3,2,64,64,68,68,75,78,73,59,69,54,76,78,70,34,69,35,55,32
2693,"Marlon Santos",3,2,69,63,71,74,72,73,64,36,76,43,67,68,61,40,36,57,46,33
2694,"Andrea Petagna",2,2,74,69,15,15,15,60,69,75,18,42,68,43,76,74,49,46,30,60
2695,"Kenedy",3,3,77,78,43,44,48,34,66,68,52,63,68,65,75,64,66,60,54,55
2696,"Jason",3,3,77,80,23,26,31,48,68,73,27,65,71,52,75,71,67,68,65,66
2697,"Roni",4,3,75,79,23,22,26,32,58,76,26,67,69,60,78,71,70,69,35,62
2698,"Lucas Janson",3,4,77,78,27,26,24,63,71,79,27,57,69,58,60,77,69,52,48,61
2699,"Fernando Manríquez",4,2,76,59,69,59,69,67,68,61,69,68,75,72,76,43,75,71,78,41
2700,"Enzo Kalinski",4,4,75,70,66,68,71,74,64,69,68,59,76,75,53,45,55,66,58,49
2701,"Carlos Carbonero",4,3,79,76,22,32,37,53,66,71,65,69,78,75,77,67,81,71,62,63
2702,"Brahian Alemán",3,4,73,75,47,62,65,66,69,71,69,69,71,69,76,62,73,76,78,64
2703,"Germán Voboril",2,2,67,66,61,83,77,71,65,21,79,64,66,61,26,34,29,55,21,29
2704,"Juan Caicedo",2,2,68,67,19,23,24,43,71,74,20,54,62,37,73,73,63,53,40,57
2705,"Victor Ayala",3,2,72,69,61,64,68,77,73,68,66,74,72,75,88,56,90,78,79,53
2706,"Jefferson Duque",2,2,71,66,17,17,19,46,73,78,36,46,62,57,80,70,72,32,46,60
2707,"Farid Díaz",2,2,72,64,76,75,69,77,76,62,62,69,71,62,77,37,49,55,57,48
2708,"Freddy Hinestroza",3,3,75,73,30,53,29,58,71,75,56,70,66,67,80,52,69,45,66,58
2709,"Wilmar Barrios",3,2,65,58,75,70,76,75,68,60,78,59,70,65,53,30,39,31,31,22
2710,"Jefferson Cuero",2,4,72,73,17,35,32,31,70,67,50,70,65,58,75,66,63,56,29,59
2711,"Angelo Rodríguez",3,2,74,60,20,20,18,73,74,80,26,45,63,38,74,74,59,32,35,57
2712,"David Silva",3,3,70,73,66,61,67,72,73,69,53,65,76,70,70,67,67,67,67,31
2713,"Ricardo Jérez",3,1,24,11,14,16,18,25,63,13,22,14,23,17,22,17,14,18,18,12
2714,"Guillermo Celis",3,2,68,67,76,65,73,80,70,59,57,41,79,74,57,52,34,33,31,27
2715,"Esteban Pavez",3,2,72,71,72,70,69,77,70,69,68,58,75,73,77,66,70,55,31,56
2716,"Leandro Castellanos",3,1,23,15,14,16,20,24,73,19,24,13,24,22,22,18,16,14,18,17
2717,"José Cuadrado",3,1,24,15,13,18,15,24,72,16,24,13,25,25,24,12,20,13,45,14
2718,"Alexey Miranchuk",3,3,72,74,22,29,28,37,68,61,36,65,75,71,65,70,68,64,53,62
2719,"Nicolás Vikonis",3,1,21,17,19,14,14,24,68,15,23,15,26,24,23,17,11,15,14,17
2720,"Carlos Lizarazo",3,3,70,68,29,28,40,46,65,68,32,69,73,71,70,56,71,74,74,68
2721,"Adama",3,4,77,82,20,16,23,47,66,69,27,73,70,52,71,64,49,54,42,47
2722,"Mykyta Shevchenko",3,1,23,20,15,11,13,29,69,13,16,15,25,25,25,16,11,14,17,18
2723,"Fábio Cardoso",3,2,63,53,72,71,74,79,75,35,70,32,60,47,64,22,25,37,29,29
2724,"Erick Pulgar",2,2,76,72,60,72,76,76,68,58,68,52,76,72,72,45,62,24,29,34
2725,"Felipe Mora",3,3,71,68,20,18,23,39,60,73,15,32,63,52,75,76,63,55,40,59
2726,"Saulo Decarli",2,2,61,45,72,75,74,68,62,35,71,38,62,57,41,32,22,39,33,37
2727,"Frank Acheampong",3,3,71,76,62,69,68,66,68,67,58,68,69,64,74,54,64,48,46,62
2728,"Cifuentes",3,2,69,71,64,73,69,73,63,69,65,73,64,55,74,42,46,59,48,33
2729,"Jimmy Cabot",3,3,76,81,27,29,23,32,65,69,38,65,68,54,65,73,66,57,50,54
2730,"Josué",3,2,67,65,70,74,72,68,78,39,74,32,68,52,48,34,27,42,31,33
2731,"William Dutoit",3,1,23,15,16,16,13,23,64,16,18,12,25,19,18,16,18,14,18,16
2732,"Walker Zimmerman",3,2,65,42,75,59,64,87,70,48,74,39,67,66,57,52,40,33,38,49
2733,"Romain Philippoteaux",3,3,73,76,38,39,34,42,68,76,71,64,69,63,68,72,66,58,49,64
2734,"Mauro Matos",4,2,72,61,23,27,25,46,73,81,25,47,67,51,73,74,73,68,53,65
2735,"Clinton Njie",3,4,68,75,24,27,30,66,76,76,32,66,70,61,75,73,61,66,46,69
2736,"Ricardo Esgaio",3,3,77,76,76,75,76,66,73,70,74,62,70,61,54,61,54,65,51,58
2737,"Luciano",3,2,78,79,31,30,38,60,67,69,23,60,67,63,72,74,71,77,54,74
2738,"Alexandru Chipciu",4,3,75,77,46,43,40,68,68,66,59,69,74,68,70,71,72,66,65,63
2739,"Koo Ja Ryong",3,2,55,36,73,67,72,75,66,22,76,25,55,49,36,24,36,27,30,25
2740,"Kwon Chang Hoon",3,3,78,75,50,48,52,75,68,73,59,65,73,71,75,71,76,70,66,60
2741,"Moussa Dembélé",3,3,75,73,13,16,14,44,68,73,22,50,68,41,70,75,60,53,35,67
2742,"Riza Durmisi",3,4,71,73,67,69,65,89,65,60,64,75,70,63,85,53,67,72,71,54
2743,"Mpho Makola",3,3,74,72,45,34,55,56,62,70,29,70,75,66,72,69,77,74,77,57
2744,"Frederico Venâncio",3,2,63,46,79,73,76,68,69,25,72,34,65,56,53,30,22,30,28,32
2745,"Georgi Milanov",4,3,73,76,55,60,59,56,73,72,57,63,75,73,72,66,70,69,65,59
2746,"Rubén García",3,3,76,80,28,35,40,62,68,65,32,67,71,59,67,63,70,74,70,59
2747,"Mohammed Khalil Al Owais",3,1,17,14,18,13,20,17,68,10,24,14,25,23,18,20,12,16,16,12
2748,"Vincent Laurini",3,2,64,60,71,75,74,74,73,42,72,65,63,60,47,22,39,59,40,38
2749,"Marc-Oliver Kempf",3,2,61,56,70,73,72,72,69,33,73,41,65,64,52,31,38,36,39,30
2750,"Louis Schaub",3,3,79,82,38,39,33,60,59,66,35,67,72,66,64,69,65,63,62,58
2751,"Ilya Kutepov",5,2,54,38,69,76,74,70,75,30,77,34,74,65,74,35,55,40,55,43
2752,"Darwin Machís",4,3,76,82,20,24,35,72,65,65,38,68,65,55,81,71,70,65,56,57
2753,"Renato Santos",3,3,75,76,22,29,32,44,75,74,29,70,66,58,69,66,73,65,69,63
2754,"André Ramalho",5,2,68,62,69,73,72,63,71,59,78,46,74,72,75,51,70,58,61,42
2755,"Chisamba Lungu",4,4,73,77,42,46,53,61,60,69,39,68,69,60,63,65,58,61,60,47
2756,"Bilal Basaçikoglu",4,4,75,78,22,48,44,61,66,66,35,70,64,42,73,66,74,77,66,67
2757,"Victor Andrade",4,3,77,80,28,27,31,60,71,63,34,64,64,57,77,65,67,66,66,68
2758,"Jordan Adéoti",3,2,66,44,72,69,75,83,67,60,74,67,65,67,35,44,53,39,30,35
2759,"Stefan Mitrovic",3,2,58,48,72,73,78,77,67,31,68,38,58,56,61,22,38,29,33,28
2760,"Gaëtan Laborde",3,2,72,70,38,16,29,68,72,76,17,62,70,51,69,73,58,58,52,72
2761,"Mathieu Michel",3,1,14,12,13,16,12,17,71,17,17,15,24,26,18,12,14,20,12,21
2762,"Maxime Poundjé",3,3,74,73,72,69,71,77,70,64,71,73,70,60,37,29,35,46,40,30
2763,"Nawaf Al Abed",4,4,75,71,41,40,39,75,66,69,36,64,73,65,73,69,70,66,64,63
2764,"Ryan Gauld",4,3,74,76,38,31,34,48,78,65,43,67,72,64,65,63,58,74,67,67
2765,"Mohammed Al Sahlawi",3,3,69,70,11,16,12,64,77,69,26,58,68,47,69,78,67,64,53,75
2766,"Sam Byram",3,2,73,72,69,70,71,66,73,65,67,70,70,65,66,62,60,55,33,43
2767,"Eric Bicfalvi",3,3,77,75,59,58,51,60,72,74,47,43,72,74,77,73,78,68,75,69
2768,"Dragos Grigore",2,2,49,43,70,68,69,76,70,45,69,45,64,66,68,41,63,52,53,53
2769,"Raheem Lawal",4,2,73,73,59,66,72,77,68,68,70,68,73,72,79,65,72,64,47,55
2770,"Thomas Foket",3,3,72,73,67,69,68,66,71,68,69,71,68,66,67,57,62,69,57,61
2771,"Andreas Pereira",4,3,80,69,68,49,58,58,67,69,59,68,75,74,76,68,77,73,80,76
2772,"Clinton Mata",3,2,66,71,70,74,72,71,67,62,70,67,66,62,66,53,59,39,42,46
2773,"Olivier Boumal",2,3,72,76,36,39,38,62,65,65,38,73,69,63,73,67,73,67,63,63
2774,"Dimitrios Pelkas",3,4,74,76,21,26,24,39,60,70,31,70,77,73,67,63,68,69,70,67
2775,"Ivan Santini",4,2,68,60,26,25,34,76,74,72,40,29,69,43,79,80,72,37,46,70
2776,"Alfonso González",3,3,76,72,63,64,64,53,71,70,65,71,71,70,71,65,70,74,74,67
2777,"Josef Alexander Martínez",3,3,80,82,11,15,15,59,66,76,15,64,67,55,65,76,60,64,52,65
2778,"Dom Dwyer",3,3,70,67,18,14,14,78,70,79,14,52,58,31,80,75,65,74,62,64
2779,"Cristiano",4,3,73,77,32,30,31,58,63,67,47,67,67,66,79,71,73,70,74,65
2780,"Simon Tibbling",3,3,77,77,55,54,63,56,72,59,70,65,80,71,59,47,55,65,41,44
2781,"Viktor Claesson",3,2,73,70,37,46,43,68,71,72,38,65,74,69,74,69,74,69,64,64
2782,"Jordan Lukaku",4,3,72,74,66,71,72,74,74,61,64,70,65,64,68,54,56,53,46,57
2783,"Simon Falette",3,2,55,37,76,75,72,64,52,20,68,39,61,46,50,20,29,26,35,24
2784,"Héctor Canteros",3,3,74,69,66,69,74,73,68,74,70,68,72,71,81,62,73,79,80,57
2785,"Luciano Aued",3,3,75,73,61,60,65,60,73,69,68,69,74,77,65,52,63,65,66,59
2786,"Kalifa Coulibaly",3,3,66,63,15,23,24,62,69,69,22,58,66,49,73,74,63,46,39,68
2787,"Silviu Lung Jr.",3,1,23,17,12,13,19,39,70,10,14,19,30,21,16,14,17,15,18,13
2788,"Luciano Abecasis",3,3,62,79,75,72,69,75,77,43,65,78,67,59,42,33,37,68,39,48
2789,"Solomon Kverkvelia",2,2,41,31,74,75,73,64,63,24,80,36,55,62,48,23,28,34,27,34
2790,"Jan Kopic",3,3,75,78,26,31,36,39,61,67,29,76,68,67,73,65,75,68,56,72
2791,"Matteo Bianchetti",3,2,52,40,74,72,76,74,70,21,74,32,50,52,69,21,41,31,36,19
2792,"Alex Pritchard",4,3,73,76,46,43,40,67,64,70,37,63,73,65,70,67,69,73,78,51
2793,"Ewerton",2,2,57,54,72,73,75,70,65,30,74,48,64,52,53,30,32,37,40,49
2794,"Karim Rekik",2,2,62,55,72,75,73,76,70,41,64,43,64,58,60,33,31,33,35,33
2795,"Portu",4,2,71,73,50,59,61,76,67,74,68,54,77,68,66,69,61,66,64,51
2796,"Charlie Taylor",2,2,69,71,70,71,72,66,70,62,71,74,65,58,63,49,59,69,61,43
2797,"Pawel Olkowski",2,2,71,72,71,71,74,68,71,67,66,71,72,59,67,49,65,53,36,56
2798,"Ghayas Zahid",4,4,74,73,28,32,30,52,69,67,48,55,74,67,68,64,61,57,52,53
2799,"Ole Kristian Selnæs",2,2,74,72,63,66,71,71,72,64,70,62,75,75,66,56,64,69,67,60
2800,"Raúl Ruidíaz",4,4,73,75,24,23,22,62,68,76,28,67,65,53,76,75,70,66,69,67
2801,"Santiago García",4,3,64,69,22,15,24,82,66,77,24,55,63,54,74,77,69,67,74,68
2802,"Florin Gardos",3,2,63,59,73,71,73,73,70,37,72,58,64,64,37,54,49,35,46,53
2803,"Michael de Leeuw",3,2,71,66,39,37,40,73,68,77,27,61,68,57,67,78,65,52,57,70
2804,"Jakub Brabec",2,2,68,59,72,72,74,72,69,52,66,54,68,65,67,42,56,39,29,51
2805,"Marvin Bakalorz",4,2,67,65,68,73,74,86,71,61,69,44,71,68,85,56,75,42,52,60
2806,"Koffi Djidji",3,2,68,52,71,73,75,73,68,12,74,35,68,62,38,24,20,18,22,12
2807,"Gabriel Hauche",3,3,77,77,32,33,46,82,74,71,21,73,70,64,73,70,67,67,73,61
2808,"Alban Meha",4,3,75,73,48,46,62,56,66,67,45,80,76,76,82,72,82,87,86,67
2809,"Aron Jóhannsson",4,3,75,73,18,21,25,50,73,74,27,52,70,71,75,74,71,59,46,67
2810,"Ahmed El-Shenawy",4,1,21,13,16,9,10,22,59,13,23,19,26,35,21,10,10,10,13,15
2811,"Juan Ignacio Gomez",3,3,76,75,19,25,31,50,70,74,24,70,69,51,69,69,60,73,54,69
2812,"Hlompho Kekana",4,3,66,63,74,69,74,81,78,62,69,61,67,73,88,65,86,62,59,69
2813,"Balliu",3,2,70,67,73,74,73,74,65,64,73,72,66,64,44,22,59,58,32,24
2814,"Pawel Wszolek",2,3,74,74,38,37,39,60,69,69,35,72,71,68,66,55,60,58,52,56
2815,"Chris Löwe",3,3,71,70,72,70,69,66,70,62,70,71,68,65,72,53,64,75,67,52
2816,"Adnane Tighadouini",4,4,78,79,30,24,37,54,73,70,26,68,67,64,79,74,77,80,63,70
2817,"Harry Maguire",3,2,56,53,72,71,76,75,56,46,70,39,65,64,52,30,29,29,46,27
2818,"Oscar Hiljemark",3,2,74,70,58,58,70,69,70,63,70,50,74,76,83,48,67,64,69,50
2819,"Leonardo Spinazzola",4,3,78,78,67,62,65,64,69,57,63,71,74,70,65,62,65,62,41,59
2820,"Gianluca Caprari",3,4,76,80,15,12,13,30,68,68,15,68,72,62,68,66,68,72,65,67
2821,"Alexander Schwolow",3,1,22,15,11,9,17,26,72,10,13,9,26,23,21,12,15,13,16,11
2822,"Danilo Avelar",3,2,77,75,74,76,75,72,70,63,72,80,70,60,76,38,67,79,79,54
2823,"Alex Martínez",3,2,73,67,73,69,74,68,57,61,71,81,70,66,79,44,61,64,57,40
2824,"Diego Arias",4,2,71,67,72,70,73,78,77,54,68,57,73,70,72,53,64,58,58,70
2825,"Abdoulay Diaby",3,2,64,68,23,36,34,51,73,73,33,67,69,63,73,74,65,53,49,70
2826,"Aziz Behich",3,3,72,74,68,74,73,73,65,61,66,72,73,71,63,56,57,72,55,55
2827,"Nacho Cases",4,2,72,63,60,59,77,80,73,62,64,58,80,74,70,59,70,70,68,56
2828,"Ola John",4,4,76,80,18,19,23,37,62,64,31,72,71,65,77,66,64,75,69,60
2829,"Felix Klaus",3,3,70,75,30,29,33,60,71,72,34,69,70,58,74,64,60,60,53,59
2830,"Jaimen Ayoví",4,3,69,69,23,28,37,47,69,71,40,56,64,58,68,76,67,49,54,67
2831,"Remo Freuler",3,3,74,71,56,55,64,60,73,77,68,69,76,72,69,63,61,60,70,61
2832,"Anthony Limbombe",5,4,76,77,15,15,20,26,66,63,27,76,66,59,77,65,74,77,66,70
2833,"Yacouba Sylla",3,2,67,59,70,68,72,84,70,65,73,56,72,64,71,45,56,56,38,39
2834,"Álvaro",3,3,76,74,13,25,39,64,71,72,33,51,64,59,80,73,76,66,54,71
2835,"Federico Santander",2,3,72,65,25,23,19,63,71,72,33,56,69,53,75,71,65,55,55,67
2836,"Fegor Ogude",4,3,66,62,66,68,65,85,67,64,73,61,72,74,79,61,62,54,55,64
2837,"Camillo Ciano",4,3,77,76,13,20,23,51,68,66,25,72,70,68,70,70,63,72,74,67
2838,"Afriyie Acquah",3,2,70,75,60,71,71,78,75,72,72,64,71,68,72,55,65,54,54,50
2839,"Dominik Kaiser",5,3,74,68,57,56,59,72,77,75,65,76,75,69,74,69,69,80,77,71
2840,"Oliver Sorg",4,2,72,68,73,75,75,76,70,49,74,68,72,62,82,40,65,59,50,61
2841,"Jerry Mbakogu",3,3,74,67,15,25,25,61,71,73,16,53,59,45,68,74,60,71,56,70
2842,"Emmanuel Gigliotti",3,2,71,61,17,24,35,73,72,82,33,51,62,46,75,76,63,59,49,73
2843,"Carl Jenkinson",2,2,68,68,74,74,75,71,70,67,69,73,69,64,72,41,41,60,52,60
2844,"Pedro Mendes",3,2,60,60,75,74,78,79,70,25,74,25,45,50,67,25,34,48,52,22
2845,"James Forrest",2,3,74,75,27,15,23,34,67,68,15,71,68,62,70,66,61,67,61,58
2846,"Nico Schulz",2,2,74,75,67,72,74,67,72,66,68,67,73,63,63,46,38,59,42,49
2847,"Guilherme",3,4,74,77,55,55,54,67,70,66,61,64,70,60,70,58,67,59,59,64
2848,"Lukas Hinterseer",3,2,71,68,27,31,33,57,71,74,25,55,69,58,74,74,61,63,44,69
2849,"Ben Rienstra",3,2,75,71,67,67,70,67,72,65,65,45,75,69,73,62,74,63,52,58
2850,"Ben Gibson",3,2,58,30,76,73,77,58,63,24,72,28,59,50,33,24,28,31,22,20
2851,"Marco Bizot",2,1,32,12,13,14,12,35,71,13,16,20,28,33,26,15,14,20,15,13
2852,"Aras Özbiliz",3,4,76,76,22,23,28,35,62,65,43,76,74,70,83,72,83,77,80,70
2853,"Arbilla",4,2,72,63,72,72,76,84,70,57,72,74,73,59,81,40,68,63,70,48
2854,"Marco Matias",3,3,74,74,26,28,29,55,67,74,37,68,66,64,77,72,77,59,54,70
2855,"Tino-Sven Sušic",3,4,72,75,37,57,58,69,67,67,45,75,75,73,77,68,75,78,76,69
2856,"Anders Christiansen",4,3,72,68,60,75,66,89,75,72,62,64,72,76,71,56,68,71,65,66
2857,"Bartosz Bereszynski",3,3,70,67,72,70,68,76,74,65,70,66,71,63,63,57,57,58,50,59
2858,"Sylvester Igboun",3,3,71,75,19,35,24,75,69,73,46,64,62,52,73,70,66,63,36,56
2859,"Almog Cohen",3,2,72,63,73,72,76,85,67,58,69,57,71,65,68,50,62,53,63,56
2860,"Fernando Canesín",4,4,76,78,23,27,29,52,70,71,39,64,68,65,62,59,63,67,61,66
